UniProtID,GeneName,Class,isInMatrisome,Division,Category,probability
Q6IF82,OR4A47,nonECM,No,NULL,NULL,0.568868687
Q6IEV9,OR4C11,nonECM,No,NULL,NULL,0.603515152
Q9H706,GAREM1,ECM,No,NULL,NULL,0.595010101
P19256,CD58,nonECM,No,NULL,NULL,0.559454545
Q9NRR3,CDC42SE2,nonECM,No,NULL,NULL,0.672909091
Q9NRR2,TPSG1,ECM,No,NULL,NULL,0.780424242
Q6IEU7,OR5M10,nonECM,No,NULL,NULL,0.595353535
Q6IF63,OR52W1,nonECM,No,NULL,NULL,0.609070707
Q9NRQ2,PLSCR4,ECM,No,NULL,NULL,0.626121212
Q7Z443,PKD1L3,nonECM,No,NULL,NULL,0.518686869
O00590,ACKR2,nonECM,No,NULL,NULL,0.559717172
Q8TAV3,CYP2W1,nonECM,No,NULL,NULL,0.541555556
P43632,KIR2DS4,ECM,No,NULL,NULL,0.736484848
P43631,KIR2DS2,ECM,No,NULL,NULL,0.789252525
Q8N3J6,CADM2,ECM,No,NULL,NULL,0.732181818
P43629,KIR3DL1,ECM,No,NULL,NULL,0.760767677
P43628,KIR2DL3,ECM,No,NULL,NULL,0.776828283
P43627,KIR2DL2,ECM,No,NULL,NULL,0.775616162
P43626,KIR2DL1,ECM,No,NULL,NULL,0.778040404
P55010,EIF5,nonECM,No,NULL,NULL,0.755313131
Q8N3I7,BBS5,nonECM,No,NULL,NULL,0.721272727
Q7Z418,KCNK18,ECM,No,NULL,NULL,0.545777778
Q7Z410,TMPRSS9,ECM,No,NULL,NULL,0.885616162
Q7Z408,CSMD2,ECM,No,NULL,NULL,0.921757576
Q7Z407,CSMD3,ECM,No,NULL,NULL,0.944525253
Q7Z404,TMC4,nonECM,No,NULL,NULL,0.587111111
Q7Z403,TMC6,nonECM,No,NULL,NULL,0.625090909
Q7Z402,TMC7,nonECM,No,NULL,NULL,0.659636364
Q8IV61,RASGRP3,nonECM,No,NULL,NULL,0.798181818
Q5KSL6,DGKK,nonECM,No,NULL,NULL,0.698626263
Q8N3G9,TMEM130,nonECM,No,NULL,NULL,0.569717172
Q8N3E9,PLCD3,nonECM,No,NULL,NULL,0.868363636
P16284,PECAM1,ECM,No,NULL,NULL,0.569232323
Q7Z3J2,C16orf62,nonECM,No,NULL,NULL,0.831757576
Q9HB63,NTN4,ECM,Yes,Core matrisome,ECM Glycoproteins,0.980666667
O75309,CDH16,ECM,No,NULL,NULL,0.688484848
Q13813,SPTAN1,nonECM,No,NULL,NULL,0.902181818
P18433,PTPRA,ECM,No,NULL,NULL,0.583252525
P51679,CCR4,nonECM,No,NULL,NULL,0.581070707
P51686,CCR9,nonECM,No,NULL,NULL,0.548141414
Q9H461,FZD8,ECM,No,NULL,NULL,0.59820202
P46108,CRK,nonECM,No,NULL,NULL,0.541393939
Q9NP99,TREM1,ECM,No,NULL,NULL,0.644383838
Q9P2U7,SLC17A7,nonECM,No,NULL,NULL,0.538585859
P61077,UBE2D3,nonECM,No,NULL,NULL,0.545777778
Q6ZSM3,SLC16A12,nonECM,No,NULL,NULL,0.523737374
P14222,PRF1,nonECM,No,NULL,NULL,0.519919192
P09564,CD7,ECM,No,NULL,NULL,0.693676768
Q96RU3,FNBP1,nonECM,No,NULL,NULL,0.935555556
P14207,FOLR2,ECM,No,NULL,NULL,0.553454545
Q96S59,RANBP9,ECM,No,NULL,NULL,0.510262626
P09544,WNT2,ECM,Yes,Matrisome-associated,Secreted Factors,0.847676768
P09543,CNP,nonECM,No,NULL,NULL,0.842242424
O60906,SMPD2,nonECM,No,NULL,NULL,0.721878788
Q9GZZ7,GFRA4,ECM,No,NULL,NULL,0.62359596
Q9GZZ6,CHRNA10,nonECM,No,NULL,NULL,0.642686869
Q8IV01,SYT12,nonECM,No,NULL,NULL,0.695717172
Q8IUN9,CLEC10A,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.598545455
P78552,IL13RA1,ECM,No,NULL,NULL,0.759515152
Q8TB37,NUBPL,nonECM,No,NULL,NULL,0.702666667
P23467,PTPRB,ECM,No,NULL,NULL,0.845010101
Q6IQ20,NAPEPLD,nonECM,No,NULL,NULL,0.772949495
Q86UT6,NLRX1,nonECM,No,NULL,NULL,0.590141414
Q32ZL2,PLPPR5,nonECM,No,NULL,NULL,0.569676768
Q9BZW2,SLC13A1,nonECM,No,NULL,NULL,0.600868687
Q13705,ACVR2B,nonECM,No,NULL,NULL,0.591737374
Q13702,RAPSN,nonECM,No,NULL,NULL,0.771292929
Q86V40,TRABD2A,nonECM,No,NULL,NULL,0.549333333
Q9BZV2,SLC19A3,nonECM,No,NULL,NULL,0.647757576
Q8IUK5,PLXDC1,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.693939394
Q86V35,CABP7,nonECM,No,NULL,NULL,0.829494949
Q86UR1,NOXA1,nonECM,No,NULL,NULL,0.625313131
P01814,IGHV2-70,ECM,No,NULL,NULL,0.61179798
P23490,LOR,nonECM,No,NULL,NULL,0.535939394
Q58EX2,SDK2,ECM,No,NULL,NULL,0.804747475
Q86V24,ADIPOR2,nonECM,No,NULL,NULL,0.604
Q6IPM2,IQCE,nonECM,No,NULL,NULL,0.886606061
P78508,KCNJ10,nonECM,No,NULL,NULL,0.682141414
Q86UP2,KTN1,nonECM,No,NULL,NULL,0.911454545
Q9UPY5,SLC7A11,nonECM,No,NULL,NULL,0.546646465
Q9NPG4,PCDH12,ECM,No,NULL,NULL,0.687575758
Q9H4D0,CLSTN2,ECM,No,NULL,NULL,0.642767677
P29279,CTGF,ECM,Yes,Core matrisome,ECM Glycoproteins,0.889575758
P29275,ADORA2B,nonECM,No,NULL,NULL,0.577191919
Q9NPF4,OSGEP,nonECM,No,NULL,NULL,0.690949495
Q9H341,OR51M1,nonECM,No,NULL,NULL,0.624949495
P22532,SPRR2D,nonECM,No,NULL,NULL,0.688464646
P22531,SPRR2E,nonECM,No,NULL,NULL,0.679575758
Q9H4B8,DPEP3,nonECM,No,NULL,NULL,0.559939394
O75110,ATP9A,nonECM,No,NULL,NULL,0.592848485
P22528,SPRR1B,nonECM,No,NULL,NULL,0.603171717
Q9H4A4,RNPEP,nonECM,No,NULL,NULL,0.620464646
O75121,MFAP3L,ECM,No,NULL,NULL,0.550545455
P20594,NPR2,ECM,No,NULL,NULL,0.523959596
Q96C24,SYTL4,nonECM,No,NULL,NULL,0.92420202
Q14802,FXYD3,ECM,No,NULL,NULL,0.507737374
P47775,GPR12,nonECM,No,NULL,NULL,0.540343434
Q96FE5,LINGO1,ECM,No,NULL,NULL,0.74379798
Q96FE7,PIK3IP1,ECM,Yes,Matrisome-associated,Secreted Factors,0.582969697
P52429,DGKE,nonECM,No,NULL,NULL,0.513070707
Q9UHQ9,CYB5R1,ECM,No,NULL,NULL,0.580585859
Q9Y6L6,SLCO1B1,nonECM,No,NULL,NULL,0.501838384
P47755,CAPZA2,nonECM,No,NULL,NULL,0.741515152
Q9UI38,PRSS50,ECM,No,NULL,NULL,0.794323232
Q96BM9,ARL8A,nonECM,No,NULL,NULL,0.787131313
P00747,PLG,ECM,Yes,Matrisome-associated,ECM Regulators,0.902020202
Q9UDY4,DNAJB4,nonECM,No,NULL,NULL,0.66840404
Q5TZA2,CROCC,nonECM,No,NULL,NULL,0.869838384
Q9Y3Z3,SAMHD1,nonECM,No,NULL,NULL,0.728929293
P42857,NSG1,nonECM,No,NULL,NULL,0.756565657
Q9Y215,COLQ,ECM,Yes,Core matrisome,ECM Glycoproteins,0.950525253
Q9Y210,TRPC6,nonECM,No,NULL,NULL,0.608161616
Q9UBN6,TNFRSF10D,ECM,No,NULL,NULL,0.753535354
Q9UBN1,CACNG4,ECM,No,NULL,NULL,0.546282828
P37288,AVPR1A,nonECM,No,NULL,NULL,0.524868687
P30550,GRPR,nonECM,No,NULL,NULL,0.547414141
P57739,CLDN2,nonECM,No,NULL,NULL,0.532383838
P57735,RAB25,nonECM,No,NULL,NULL,0.782424242
O95361,TRIM16,nonECM,No,NULL,NULL,0.784626263
O60403,OR10H2,nonECM,No,NULL,NULL,0.587777778
P30532,CHRNA5,nonECM,No,NULL,NULL,0.638606061
P30531,SLC6A1,nonECM,No,NULL,NULL,0.573858586
P30530,AXL,ECM,No,NULL,NULL,0.663858586
P57729,RAB38,nonECM,No,NULL,NULL,0.73389899
O95359,TACC2,nonECM,No,NULL,NULL,0.558686869
B7Z8K6,TRDC,nonECM,No,NULL,NULL,0.608585859
P30520,ADSS,nonECM,No,NULL,NULL,0.758545455
Q8NC96,NECAP1,nonECM,No,NULL,NULL,0.611151515
Q8NBX0,SCCPDH,nonECM,No,NULL,NULL,0.683171717
P30519,HMOX2,nonECM,No,NULL,NULL,0.754585859
P30511,HLA-F,ECM,No,NULL,NULL,0.578323232
Q6EIG7,CLEC6A,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.678727273
P84085,ARF5,nonECM,No,NULL,NULL,0.729777778
Q9UBH6,XPR1,nonECM,No,NULL,NULL,0.756606061
Q9BZJ8,GPR61,nonECM,No,NULL,NULL,0.515393939
Q8NBV8,SYT8,ECM,No,NULL,NULL,0.505353535
A0A087WV62,TRBV16,ECM,No,NULL,NULL,0.621474747
Q9H2B4,SLC26A1,nonECM,No,NULL,NULL,0.650222222
Q8NBU5,ATAD1,nonECM,No,NULL,NULL,0.793939394
P0DP07,IGHV4-31,ECM,No,NULL,NULL,0.681414141
Q9UBF9,MYOT,ECM,No,NULL,NULL,0.562909091
Q14571,ITPR2,nonECM,No,NULL,NULL,0.66230303
Q8NC51,SERBP1,nonECM,No,NULL,NULL,0.712262626
Q14563,SEMA3A,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.807030303
P25815,S100P,ECM,Yes,Matrisome-associated,Secreted Factors,0.91589899
Q8NBS3,SLC4A11,nonECM,No,NULL,NULL,0.686040404
P0DP25,CALM3,nonECM,No,NULL,NULL,0.774464646
Q9UKJ8,ADAM21,ECM,Yes,Matrisome-associated,ECM Regulators,0.903272727
Q9NYJ8,TAB2,nonECM,No,NULL,NULL,0.55820202
Q8NBR0,TP53I13,ECM,No,NULL,NULL,0.59559596
Q9UBC9,SPRR3,nonECM,No,NULL,NULL,0.599393939
Q14542,SLC29A2,nonECM,No,NULL,NULL,0.553393939
Q9UBC2,EPS15L1,nonECM,No,NULL,NULL,0.861010101
Q8NBQ7,AQP11,nonECM,No,NULL,NULL,0.594868687
Q8NC24,RELL2,ECM,No,NULL,NULL,0.669252525
Q9UKL2,OR52A1,nonECM,No,NULL,NULL,0.598525253
Q9UKL4,GJD2,ECM,No,NULL,NULL,0.539272727
P84022,SMAD3,nonECM,No,NULL,NULL,0.62189899
Q8NBP7,PCSK9,ECM,No,NULL,NULL,0.684181818
Q9H2H9,SLC38A1,nonECM,No,NULL,NULL,0.607292929
Q14524,SCN5A,nonECM,No,NULL,NULL,0.552242424
Q8NC01,CLEC1A,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.652444444
P40763,STAT3,nonECM,No,NULL,NULL,0.891131313
Q14512,FGFBP1,nonECM,Yes,Matrisome-associated,Secreted Factors,0.609353535
B2RN74,OR11H12,nonECM,No,NULL,NULL,0.584060606
Q9H2J7,SLC6A15,nonECM,No,NULL,NULL,0.659656566
Q9UKP6,UTS2R,nonECM,No,NULL,NULL,0.548646465
Q9H2K8,TAOK3,nonECM,No,NULL,NULL,0.948141414
Q9UKQ2,ADAM28,ECM,Yes,Matrisome-associated,ECM Regulators,0.899050505
Q9UKR8,TSPAN16,ECM,No,NULL,NULL,0.508727273
Q9H2M9,RAB3GAP2,nonECM,No,NULL,NULL,0.694323232
Q8NBJ9,SIDT2,nonECM,No,NULL,NULL,0.611979798
Q8NBJ4,GOLM1,nonECM,No,NULL,NULL,0.879050505
Q9UKS6,PACSIN3,nonECM,No,NULL,NULL,0.910080808
Q9UL52,TMPRSS11E,ECM,No,NULL,NULL,0.785090909
Q9UKU0,ACSL6,nonECM,No,NULL,NULL,0.640545455
Q9H310,RHBG,nonECM,No,NULL,NULL,0.699575758
Q9UL62,TRPC5,nonECM,No,NULL,NULL,0.633555556
Q9H313,TTYH1,nonECM,No,NULL,NULL,0.569212121
Q86UN2,RTN4RL1,ECM,No,NULL,NULL,0.765050505
Q9UKW4,VAV3,nonECM,No,NULL,NULL,0.797333333
Q9H2S1,KCNN2,ECM,No,NULL,NULL,0.528666667
Q9H346,OR52D1,nonECM,No,NULL,NULL,0.588242424
Q9UKY7,CDV3,nonECM,No,NULL,NULL,0.701818182
Q9NNW5,WDR6,ECM,No,NULL,NULL,0.553474747
Q9H2U9,ADAM7,ECM,Yes,Matrisome-associated,ECM Regulators,0.89179798
Q96J02,ITCH,nonECM,No,NULL,NULL,0.671515152
P15509,CSF2RA,ECM,No,NULL,NULL,0.702464646
Q5T752,LCE1D,nonECM,No,NULL,NULL,0.619616162
Q9H2X3,CLEC4M,nonECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.720565657
Q9H2X9,SLC12A5,ECM,No,NULL,NULL,0.513838384
P57679,EVC,nonECM,No,NULL,NULL,0.86640404
Q9NZ56,FMN2,ECM,No,NULL,NULL,0.539979798
O95298,NDUFC2,nonECM,No,NULL,NULL,0.697292929
Q6P4Q7,CNNM4,nonECM,No,NULL,NULL,0.507333333
O95279,KCNK5,nonECM,No,NULL,NULL,0.531555556
O95274,LYPD3,ECM,No,NULL,NULL,0.709212121
Q9UBM1,PEMT,nonECM,No,NULL,NULL,0.622626263
Q9H1Z9,TSPAN10,ECM,No,NULL,NULL,0.561191919
Q9H1Z4,WDR13,nonECM,No,NULL,NULL,0.567454545
Q9UKA4,AKAP11,nonECM,No,NULL,NULL,0.79020202
Q6IAA8,LAMTOR1,nonECM,No,NULL,NULL,0.815454545
Q96I34,PPP1R16A,nonECM,No,NULL,NULL,0.653575758
O75386,TULP3,nonECM,No,NULL,NULL,0.831979798
O75388,GPR32,nonECM,No,NULL,NULL,0.559535354
Q9UBN4,TRPC4,nonECM,No,NULL,NULL,0.655010101
Q9H1Y3,OPN3,nonECM,No,NULL,NULL,0.531737374
Q6XR72,SLC30A10,ECM,No,NULL,NULL,0.503010101
Q6ZV89,SH2D5,nonECM,No,NULL,NULL,0.629474747
P05187,ALPP,ECM,No,NULL,NULL,0.612646465
P05186,ALPL,ECM,No,NULL,NULL,0.616141414
Q93096,PTP4A1,nonECM,No,NULL,NULL,0.581777778
O95136,S1PR2,nonECM,No,NULL,NULL,0.586222222
Q14392,LRRC32,ECM,No,NULL,NULL,0.732161616
Q9NPD5,SLCO1B3,ECM,No,NULL,NULL,0.527656566
Q93086,P2RX5,ECM,No,NULL,NULL,0.503636364
O60641,SNAP91,nonECM,No,NULL,NULL,0.640505051
P37023,ACVRL1,ECM,No,NULL,NULL,0.550747475
O60645,EXOC3,nonECM,No,NULL,NULL,0.914363636
Q93070,ART4,ECM,No,NULL,NULL,0.525676768
Q9NPF8,ADAP2,nonECM,No,NULL,NULL,0.704
P05154,SERPINA5,ECM,Yes,Matrisome-associated,ECM Regulators,0.92410101
Q02978,SLC25A11,nonECM,No,NULL,NULL,0.620020202
Q9H4E5,RHOJ,nonECM,No,NULL,NULL,0.593494949
Q9H4E7,DEF6,nonECM,No,NULL,NULL,0.942787879
P05141,SLC25A5,nonECM,No,NULL,NULL,0.590828283
Q8NA29,MFSD2A,nonECM,No,NULL,NULL,0.583757576
Q9NPI9,KCNJ16,nonECM,No,NULL,NULL,0.550787879
Q9H4G0,EPB41L1,nonECM,No,NULL,NULL,0.858484848
P05129,PRKCG,nonECM,No,NULL,NULL,0.549959596
Q93038,TNFRSF25,ECM,No,NULL,NULL,0.822565657
Q93033,CD101,ECM,No,NULL,NULL,0.706040404
P67775,PPP2CA,nonECM,No,NULL,NULL,0.71159596
P05120,SERPINB2,ECM,Yes,Matrisome-associated,ECM Regulators,0.630828283
Q14330,GPR18,nonECM,No,NULL,NULL,0.55410101
Q6MZT1,RGS7BP,nonECM,No,NULL,NULL,0.882484848
P05111,INHA,ECM,Yes,Matrisome-associated,Secreted Factors,0.618707071
P05109,S100A8,ECM,Yes,Matrisome-associated,Secreted Factors,0.867171717
Q96KC8,DNAJC1,nonECM,No,NULL,NULL,0.758121212
P20073,ANXA7,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.873292929
Q9UMR7,CLEC4A,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.680505051
Q9P246,STIM2,nonECM,No,NULL,NULL,0.929252525
P15391,CD19,ECM,No,NULL,NULL,0.540141414
Q5T7P3,LCE1B,nonECM,No,NULL,NULL,0.615434343
Q9NPR2,SEMA4B,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.931333333
P54710,FXYD2,nonECM,No,NULL,NULL,0.518989899
P20036,HLA-DPA1,ECM,No,NULL,NULL,0.556222222
P03986,TRGC2,nonECM,No,NULL,NULL,0.520686869
Q9UN66,PCDHB8,ECM,No,NULL,NULL,0.688606061
P20023,CR2,ECM,No,NULL,NULL,0.890484848
Q9UN71,PCDHGB4,ECM,No,NULL,NULL,0.735090909
Q9UN74,PCDHA4,ECM,No,NULL,NULL,0.673010101
Q9UN76,SLC6A14,nonECM,No,NULL,NULL,0.609373737
P47211,GALR1,nonECM,No,NULL,NULL,0.563575758
P35813,PPM1A,nonECM,No,NULL,NULL,0.624141414
P03952,KLKB1,ECM,No,NULL,NULL,0.790565657
P03951,F11,ECM,No,NULL,NULL,0.779010101
P54753,EPHB3,ECM,No,NULL,NULL,0.672969697
Q96KN9,GJD4,ECM,No,NULL,NULL,0.605838384
Q9NQ84,GPRC5C,nonECM,No,NULL,NULL,0.580808081
Q96FV3,TSPAN17,nonECM,No,NULL,NULL,0.51810101
P62166,NCS1,nonECM,No,NULL,NULL,0.876161616
O95196,CSPG5,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.911010101
P15309,ACPP,ECM,No,NULL,NULL,0.513353535
Q9NZS2,KLRF1,ECM,No,NULL,NULL,0.666787879
Q9NZS9,BFAR,nonECM,No,NULL,NULL,0.741414141
P50748,KNTC1,nonECM,No,NULL,NULL,0.781575758
Q96L42,KCNH8,nonECM,No,NULL,NULL,0.644505051
P30273,FCER1G,ECM,No,NULL,NULL,0.508545455
Q9BXA5,SUCNR1,nonECM,No,NULL,NULL,0.566909091
Q9NZV1,CRIM1,ECM,Yes,Core matrisome,ECM Glycoproteins,0.990484848
O60706,ABCC9,nonECM,No,NULL,NULL,0.556161616
P36383,GJC1,nonECM,No,NULL,NULL,0.520141414
O95057,DIRAS1,nonECM,No,NULL,NULL,0.759191919
Q96L92,SNX27,nonECM,No,NULL,NULL,0.690727273
O95049,TJP3,nonECM,No,NULL,NULL,0.616565657
O95047,OR2A4,nonECM,No,NULL,NULL,0.580888889
P30203,CD6,ECM,No,NULL,NULL,0.777878788
O95025,SEMA3D,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.698909091
O95013,OR4F21,nonECM,No,NULL,NULL,0.604121212
P60981,DSTN,nonECM,No,NULL,NULL,0.75789899
O95007,OR6B1,nonECM,No,NULL,NULL,0.610848485
O95006,OR2F2,nonECM,No,NULL,NULL,0.595292929
Q9UNK0,STX8,nonECM,No,NULL,NULL,0.70230303
Q14246,ADGRE1,ECM,No,NULL,NULL,0.690282828
Q14244,MAP7,nonECM,No,NULL,NULL,0.825050505
Q14242,SELPLG,ECM,No,NULL,NULL,0.539838384
Q02846,GUCY2D,ECM,No,NULL,NULL,0.510080808
Q14232,EIF2B1,nonECM,No,NULL,NULL,0.815777778
A6BM72,MEGF11,ECM,Yes,Matrisome-associated,Secreted Factors,0.962787879
P05019,IGF1,ECM,Yes,Matrisome-associated,Secreted Factors,0.595555556
O15123,ANGPT2,nonECM,Yes,Matrisome-associated,Secreted Factors,0.739131313
O15126,SCAMP1,nonECM,No,NULL,NULL,0.560545455
Q14213,EBI3,ECM,Yes,Matrisome-associated,Secreted Factors,0.733919192
Q96LC7,SIGLEC10,ECM,No,NULL,NULL,0.744464646
Q14210,LY6D,ECM,No,NULL,NULL,0.542040404
P60903,S100A10,ECM,Yes,Matrisome-associated,Secreted Factors,0.865050505
Q6U841,SLC4A10,nonECM,No,NULL,NULL,0.696787879
A0A087WXS9,TBC1D3I,nonECM,No,NULL,NULL,0.785393939
A5A3E0,POTEF,nonECM,No,NULL,NULL,0.76410101
Q12999,TSPAN31,nonECM,No,NULL,NULL,0.529474747
A0FGR9,ESYT3,nonECM,No,NULL,NULL,0.539171717
Q8N6H7,ARFGAP2,nonECM,No,NULL,NULL,0.85979798
P46663,BDKRB1,nonECM,No,NULL,NULL,0.567131313
Q3KR16,PLEKHG6,nonECM,No,NULL,NULL,0.864222222
A6NFC9,OR2W5,nonECM,No,NULL,NULL,0.572727273
P23435,CBLN1,ECM,Yes,Matrisome-associated,Secreted Factors,0.872585859
P51787,KCNQ1,ECM,No,NULL,NULL,0.553757576
Q8N6F7,GCSAM,nonECM,No,NULL,NULL,0.732646465
Q8N6F1,CLDN19,nonECM,No,NULL,NULL,0.579535354
Q7Z6M3,MILR1,ECM,No,NULL,NULL,0.657252525
A6NFA1,TRABD2B,nonECM,No,NULL,NULL,0.58959596
Q7Z6L0,PRRT2,nonECM,No,NULL,NULL,0.543292929
P23416,GLRA2,nonECM,No,NULL,NULL,0.585232323
P23415,GLRA1,nonECM,No,NULL,NULL,0.598565657
Q9BXB1,LGR4,ECM,No,NULL,NULL,0.512929293
Q9NZV8,KCND2,nonECM,No,NULL,NULL,0.55769697
Q13507,TRPC3,nonECM,No,NULL,NULL,0.671575758
Q13508,ART3,nonECM,No,NULL,NULL,0.571717172
Q8N6C8,LILRA3,ECM,No,NULL,NULL,0.787111111
Q7Z6J2,GRASP,nonECM,No,NULL,NULL,0.625434343
Q13519,PNOC,nonECM,No,NULL,NULL,0.507535354
P78509,RELN,ECM,Yes,Core matrisome,ECM Glycoproteins,0.898242424
Q92681,RSC1A1,nonECM,No,NULL,NULL,0.856383838
Q9BXE9,VN1R3,nonECM,No,NULL,NULL,0.574323232
Q7Z6G8,ANKS1B,nonECM,No,NULL,NULL,0.597494949
A0A0J9YX35,IGHV3-64D,ECM,No,NULL,NULL,0.632868687
Q7Z6G3,NECAB2,nonECM,No,NULL,NULL,0.778020202
Q92696,RABGGTA,nonECM,No,NULL,NULL,0.827616162
Q13554,CAMK2B,nonECM,No,NULL,NULL,0.700060606
Q13555,CAMK2G,nonECM,No,NULL,NULL,0.843515152
P33681,CD80,ECM,No,NULL,NULL,0.645777778
P0CF74,IGLC6,nonECM,No,NULL,NULL,0.569111111
Q13564,NAE1,nonECM,No,NULL,NULL,0.740787879
Q9BXI6,TBC1D10A,nonECM,No,NULL,NULL,0.729919192
Q13571,LAPTM5,nonECM,No,NULL,NULL,0.599050505
A6NF89,OR6C6,nonECM,No,NULL,NULL,0.583171717
P78562,PHEX,nonECM,No,NULL,NULL,0.742363636
Q9BXL7,CARD11,nonECM,No,NULL,NULL,0.900868687
Q7Z6A9,BTLA,ECM,No,NULL,NULL,0.539575758
Q494W8,CHRFAM7A,nonECM,No,NULL,NULL,0.577979798
A6NET4,OR5K3,nonECM,No,NULL,NULL,0.615838384
P01782,IGHV3-9,ECM,No,NULL,NULL,0.630626263
P01780,IGHV3-7,ECM,No,NULL,NULL,0.654707071
O94768,STK17B,nonECM,No,NULL,NULL,0.796949495
Q9BXN2,CLEC7A,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.695232323
P01772,IGHV3-33,ECM,No,NULL,NULL,0.647979798
Q494U1,PLEKHN1,nonECM,No,NULL,NULL,0.54969697
A6NER0,TBC1D3F,nonECM,No,NULL,NULL,0.785191919
P01768,IGHV3-30,ECM,No,NULL,NULL,0.668060606
P01767,IGHV3-53,ECM,No,NULL,NULL,0.597272727
P01766,IGHV3-13,ECM,No,NULL,NULL,0.633070707
P01764,IGHV3-23,ECM,No,NULL,NULL,0.618020202
P01763,IGHV3-48,ECM,No,NULL,NULL,0.654949495
P01762,IGHV3-11,ECM,No,NULL,NULL,0.68410101
Q9BY10,SLC46A2,nonECM,No,NULL,NULL,0.575313131
Q9BY14,TEX101,ECM,No,NULL,NULL,0.688606061
Q9BY15,ADGRE3,ECM,No,NULL,NULL,0.576020202
Q86SQ3,ADGRE4P,nonECM,No,NULL,NULL,0.533434343
P01743,IGHV1-46,ECM,No,NULL,NULL,0.646525253
O43323,DHH,nonECM,Yes,Matrisome-associated,Secreted Factors,0.578969697
P01737,TRAV8-4,ECM,No,NULL,NULL,0.606141414
P01733,TRBV12-3,ECM,No,NULL,NULL,0.637191919
P01732,CD8A,ECM,No,NULL,NULL,0.687171717
Q9BXT2,CACNG6,nonECM,No,NULL,NULL,0.561070707
P01717,IGLV3-25,ECM,No,NULL,NULL,0.652808081
P01715,IGLV3-1,ECM,No,NULL,NULL,0.640343434
P01714,IGLV3-19,ECM,No,NULL,NULL,0.642929293
Q7Z699,SPRED1,nonECM,No,NULL,NULL,0.681777778
Q7Z698,SPRED2,nonECM,No,NULL,NULL,0.595272727
P28908,TNFRSF8,ECM,No,NULL,NULL,0.860707071
P28907,CD38,ECM,No,NULL,NULL,0.660707071
P01709,IGLV2-8,ECM,No,NULL,NULL,0.625636364
P01706,IGLV2-11,ECM,No,NULL,NULL,0.665515152
P01705,IGLV2-23,ECM,No,NULL,NULL,0.644585859
P01704,IGLV2-14,ECM,No,NULL,NULL,0.629838384
P01701,IGLV1-51,ECM,No,NULL,NULL,0.642868687
P01700,IGLV1-47,ECM,No,NULL,NULL,0.650848485
O00341,SLC1A7,nonECM,No,NULL,NULL,0.627656566
Q8N608,DPP10,ECM,No,NULL,NULL,0.623818182
P55259,GP2,ECM,No,NULL,NULL,0.648161616
P23378,GLDC,nonECM,No,NULL,NULL,0.586929293
Q7Z628,NET1,nonECM,No,NULL,NULL,0.869333333
Q9UBI4,STOML1,nonECM,No,NULL,NULL,0.649353535
Q9UBI6,GNG12,nonECM,No,NULL,NULL,0.681333333
Q8N5I2,ARRDC1,nonECM,No,NULL,NULL,0.631939394
Q7Z614,SNX20,nonECM,No,NULL,NULL,0.787171717
P23352,ANOS1,ECM,No,NULL,NULL,0.955434343
A6NED2,RCCD1,ECM,No,NULL,NULL,0.615494949
P55201,BRPF1,nonECM,No,NULL,NULL,0.900161616
Q7KZI7,MARK2,nonECM,No,NULL,NULL,0.840080808
Q7Z602,GPR141,nonECM,No,NULL,NULL,0.551656566
Q7Z601,GPR142,nonECM,No,NULL,NULL,0.556080808
Q9Y3R0,GRIP1,ECM,No,NULL,NULL,0.55779798
Q7Z5N4,SDK1,ECM,No,NULL,NULL,0.862282828
A0A0J9YVY3,IGHV7-4-1,ECM,No,NULL,NULL,0.653252525
Q7Z5M5,TMC3,ECM,No,NULL,NULL,0.542848485
P58170,OR1D5,nonECM,No,NULL,NULL,0.605737374
P11912,CD79A,ECM,No,NULL,NULL,0.666161616
Q8N5C8,TAB3,nonECM,No,NULL,NULL,0.651818182
P51451,BLK,nonECM,No,NULL,NULL,0.804080808
Q8N5C1,CALHM5,ECM,No,NULL,NULL,0.508424242
P58181,OR10A3,nonECM,No,NULL,NULL,0.597515152
P18627,LAG3,ECM,No,NULL,NULL,0.803838384
Q8N5A5,ZGPAT,nonECM,No,NULL,NULL,0.71959596
Q7Z5H5,VN1R4,nonECM,No,NULL,NULL,0.591292929
Q7Z5H4,VN1R5,nonECM,No,NULL,NULL,0.653050505
P0CG48,UBC,nonECM,No,NULL,NULL,0.749757576
P18615,NELFE,nonECM,No,NULL,NULL,0.760505051
Q13641,TPBG,ECM,No,NULL,NULL,0.634848485
Q86TG1,TMEM150A,nonECM,No,NULL,NULL,0.602666667
P36544,CHRNA7,nonECM,No,NULL,NULL,0.562646465
